far, high, below, narrow, enemy,,
Agent Skill,,,,,,
0,1,1,1,1,,
Blocks Feature Counts Over Time,,,,,,
4,2,7,9,7,12,0.333333333
2,1,5,3,4,6,0.333333333
2,1,3,2,4,4,0.5
2,1,7,4,8,9,0.222222222
3,0,9,4,6,10,0.3
2,5,9,9,10,14,0.142857143
8,13,35,32,36,50,0.16
9,18,44,42,35,63,0.142857143
8,14,23,25,30,40,0.2
8,7,24,28,23,34,0.235294118
8,7,16,14,20,25,0.32
3,3,11,10,8,15,0.2
1,0,3,1,2,3,0.333333333
3,0,6,2,5,8,0.375
3,2,8,7,7,12,0.25
20,26,63,61,63,100,0.2
3,5,11,9,13,18,0.166666667
4,5,15,14,17,21,0.19047619
2,0,4,2,3,4,0.5
3,6,13,12,13,20,0.15
1,1,1,1,2,2,0.5
4,6,7,10,10,15,0.266666667
7,7,27,18,23,34,0.205882353
5,6,19,13,15,27,0.185185185
5,3,5,5,6,9,0.555555556
5,10,21,15,19,32,0.15625
3,3,6,9,10,11,0.272727273
3,1,5,4,5,6,0.5
4,3,13,13,11,17,0.235294118
2,0,6,5,3,7,0.285714286
7,8,28,22,26,38,0.184210526
4,6,11,13,14,19,0.210526316
2,6,9,10,10,16,0.125
14,13,27,24,25,43,0.325581395
3,2,9,7,11,13,0.230769231
1,1,3,2,5,5,0.2
1,1,1,2,2,2,0.5
1,6,6,11,10,13,0.076923077
5,3,17,10,15,21,0.238095238
2,2,5,4,5,8,0.25
1,1,2,1,2,3,0.333333333
6,11,43,41,31,55,0.109090909
11,14,32,33,29,50,0.22
5,10,27,24,23,38,0.131578947
19,22,64,61,67,93,0.204301075
1,3,5,5,5,9,0.111111111
6,6,20,20,16,27,0.222222222
2,2,4,4,3,7,0.285714286
1,2,0,2,3,3,0.333333333
3,3,3,6,5,8,0.375
1,0,6,3,4,6,0.166666667
7,10,20,19,21,33,0.212121212
7,4,18,16,17,24,0.291666667
6,13,24,21,31,40,0.15
1,3,9,7,10,12,0.083333333
11,10,42,36,45,57,0.192982456
6,4,11,5,12,15,0.4
1,4,1,3,3,5,0.2
2,3,3,5,6,7,0.285714286
7,6,23,21,29,31,0.225806452
2,7,11,12,14,19,0.105263158
2,3,7,7,4,11,0.181818182
6,0,19,12,13,21,0.285714286
4,8,9,15,13,19,0.210526316
8,11,30,27,25,44,0.181818182
2,2,4,3,6,7,0.285714286
9,17,23,25,31,45,0.2
1,0,3,3,4,4,0.25
6,4,14,16,14,22,0.272727273
1,3,4,7,7,8,0.125
1,0,4,4,4,4,0.25
10,8,28,30,29,38,0.263157895
2,6,7,12,9,13,0.153846154
1,2,1,3,3,4,0.25
5,7,19,19,19,27,0.185185185
3,7,12,10,12,19,0.157894737
2,1,5,3,5,6,0.333333333
4,8,18,15,21,28,0.142857143
1,1,8,5,7,9,0.111111111
5,4,11,12,10,16,0.3125
2,2,10,11,9,13,0.153846154
3,5,11,14,13,18,0.166666667
7,10,18,21,21,33,0.212121212
5,5,9,13,9,15,0.333333333
2,1,4,3,4,5,0.4
2,4,2,5,4,8,0.25
2,4,12,10,14,17,0.117647059
7,8,20,18,27,32,0.21875
8,8,37,30,26,45,0.177777778
2,7,8,12,11,16,0.125
2,1,2,4,5,5,0.4
8,11,24,27,22,36,0.222222222
1,0,4,4,3,4,0.25
3,3,14,14,13,18,0.166666667
5,8,19,21,17,29,0.172413793
7,6,13,17,14,23,0.304347826
2,2,10,6,9,12,0.166666667
3,6,10,8,12,17,0.176470588
7,9,17,15,15,29,0.24137931
12,20,29,34,39,54,0.222222222
3,5,8,10,10,14,0.214285714
3,1,6,7,7,7,0.428571429
3,0,11,10,9,13,0.230769231
1,1,1,2,2,2,0.5
2,2,6,8,9,9,0.222222222
3,5,13,16,15,18,0.166666667
4,7,7,8,11,16,0.25
1,1,3,3,3,4,0.25
2,3,7,7,9,11,0.181818182
1,1,1,1,0,2,0.5
7,3,19,16,18,23,0.304347826
10,13,30,36,39,48,0.208333333
2,2,4,5,5,7,0.285714286
5,5,17,14,16,23,0.217391304
6,10,25,27,26,36,0.166666667
8,12,20,28,24,36,0.222222222
4,2,6,9,7,10,0.4
4,2,18,16,8,21,0.19047619
13,27,41,51,40,73,0.178082192
9,5,19,20,19,29,0.310344828
19,14,51,43,44,69,0.275362319
5,5,14,13,16,22,0.227272727
4,8,15,16,15,23,0.173913043
4,2,6,7,8,9,0.444444444
7,12,17,20,18,30,0.233333333
2,0,2,3,2,3,0.666666667
1,1,12,11,8,13,0.076923077
6,10,27,24,24,38,0.157894737
6,8,20,13,21,28,0.214285714
2,0,4,3,3,4,0.5
1,1,6,3,4,7,0.142857143
3,2,8,6,6,10,0.3
5,3,9,9,9,14,0.357142857
7,12,25,25,31,40,0.175
2,1,11,9,8,12,0.166666667
15,25,54,57,57,83,0.180722892
5,4,13,15,10,19,0.263157895
8,4,24,25,23,32,0.25
10,12,28,29,29,41,0.243902439
1,2,1,1,3,3,0.333333333
14,33,59,68,56,100,0.14
15,7,36,34,34,47,0.319148936
4,7,10,12,14,20,0.2
1,0,2,2,2,3,0.333333333
1,0,2,2,1,2,0.5
2,1,3,4,4,5,0.4
1,4,6,6,8,10,0.1
2,0,4,4,2,4,0.5
2,4,6,6,8,10,0.2
9,10,26,27,27,41,0.219512195
4,5,12,11,13,20,0.2
6,5,24,19,19,31,0.193548387
6,8,25,25,22,37,0.162162162
13,9,35,36,33,49,0.265306122
1,0,2,1,1,2,0.5
2,3,9,10,10,12,0.166666667
1,2,2,5,4,5,0.2
10,11,39,38,33,52,0.192307692
4,8,14,17,19,24,0.166666667
1,0,2,2,2,3,0.333333333
5,5,14,12,14,21,0.238095238
6,8,10,15,15,21,0.285714286
3,2,8,7,4,10,0.3
8,7,18,18,18,26,0.307692308
3,3,8,9,5,13,0.230769231
1,1,1,2,2,3,0.333333333
2,1,5,6,4,7,0.285714286
4,1,10,8,9,12,0.333333333
4,7,25,23,21,33,0.121212121
2,0,3,4,4,4,0.5
1,1,1,1,1,2,0.5
3,5,22,17,16,27,0.111111111
2,0,3,3,5,5,0.4
3,1,3,5,3,5,0.6
8,11,18,23,16,32,0.25
3,1,5,7,6,7,0.428571429
2,5,7,6,9,12,0.166666667
16,19,39,41,45,62,0.258064516
4,6,20,26,21,29,0.137931034
6,8,16,20,19,25,0.24
4,4,13,12,17,19,0.210526316
3,3,8,8,8,12,0.25
2,3,6,5,7,11,0.181818182
1,1,4,1,4,5,0.2
1,0,3,4,3,4,0.25
14,21,37,45,40,62,0.225806452
1,3,3,5,5,7,0.142857143
1,0,4,3,2,4,0.25
4,17,11,19,19,29,0.137931034
3,3,14,13,12,17,0.176470588
3,6,13,13,15,20,0.15
3,4,8,11,11,13,0.230769231
2,3,12,12,7,15,0.133333333
1,2,5,4,7,7,0.142857143
2,2,8,8,8,10,0.2
7,2,14,15,15,19,0.368421053
6,8,27,27,26,38,0.157894737
6,21,33,36,38,55,0.109090909
1,0,1,1,1,2,0.5
5,5,25,18,20,32,0.15625
1,3,1,3,3,5,0.2
3,11,21,25,24,34,0.088235294
3,4,8,7,8,12,0.25
3,1,7,7,8,9,0.333333333
4,7,17,15,15,26,0.153846154
4,1,12,9,13,13,0.307692308
3,4,10,12,8,14,0.214285714
5,15,28,33,21,44,0.113636364
3,3,14,12,13,18,0.166666667
1,0,4,3,3,4,0.25
3,2,8,6,4,10,0.3
1,0,2,1,1,2,0.5
1,1,3,3,4,4,0.25
5,7,13,15,13,22,0.227272727
8,12,17,24,20,33,0.242424242
4,3,13,15,14,18,0.222222222
4,9,17,14,19,28,0.142857143
4,6,13,10,15,20,0.2
5,7,15,13,16,23,0.217391304
2,2,8,5,5,11,0.181818182
3,5,10,8,10,15,0.2
2,3,7,6,7,11,0.181818182
17,12,36,41,39,53,0.320754717
10,9,39,38,42,50,0.2
1,0,1,1,2,2,0.5
16,24,56,50,53,84,0.19047619
8,14,25,32,30,43,0.186046512
2,0,4,2,4,5,0.4
3,3,8,9,9,12,0.25
1,3,10,8,9,13,0.076923077
2,4,9,7,7,14,0.142857143
2,2,4,4,5,7,0.285714286
3,4,13,12,10,18,0.166666667
3,2,3,1,7,7,0.428571429
1,3,3,4,2,6,0.166666667
19,25,68,59,67,100,0.19
4,6,16,16,17,22,0.181818182
1,3,9,10,11,13,0.076923077
5,3,12,12,9,17,0.294117647
8,15,46,46,45,64,0.125
3,5,7,6,7,12,0.25
2,5,11,10,10,17,0.117647059
2,0,9,4,7,10,0.2
10,22,40,46,44,66,0.151515152
1,1,4,2,5,5,0.2
7,10,21,22,20,33,0.212121212
4,4,10,8,13,16,0.25
8,16,37,43,34,55,0.145454545
14,15,31,33,32,51,0.274509804
1,1,0,1,1,2,0.5
15,27,66,75,63,98,0.153061224
9,7,24,22,27,34,0.264705882
7,10,25,23,21,36,0.194444444
1,4,12,8,8,16,0.0625
1,0,3,1,2,3,0.333333333
2,2,2,0,4,5,0.4
4,2,11,7,9,14,0.285714286
16,20,48,47,51,75,0.213333333
2,2,2,2,4,4,0.5
6,3,8,10,10,14,0.428571429
8,4,23,23,21,30,0.266666667
2,2,1,3,5,5,0.4
1,0,2,1,2,2,0.5
4,7,13,13,15,23,0.173913043
3,2,9,5,5,11,0.272727273
2,3,6,5,8,11,0.181818182
3,2,7,6,5,11,0.272727273
10,19,28,29,33,48,0.208333333
1,0,2,2,1,2,0.5
2,2,5,7,7,8,0.25
4,2,16,13,15,18,0.222222222
1,1,1,1,1,2,0.5
7,4,21,14,16,25,0.28
10,14,40,36,34,55,0.181818182
1,2,1,2,2,3,0.333333333
3,6,6,5,10,13,0.230769231
3,5,10,6,11,16,0.1875
15,22,51,47,50,80,0.1875
2,0,3,2,3,3,0.666666667
4,6,35,25,32,42,0.095238095
2,1,3,3,4,4,0.5
1,0,1,2,2,2,0.5
1,1,1,1,3,3,0.333333333
8,9,24,22,20,35,0.228571429
17,18,43,45,46,66,0.257575758
2,1,7,4,4,8,0.25
1,1,2,0,0,3,0.333333333
2,2,4,6,2,7,0.285714286
2,0,5,2,2,5,0.4
16,17,60,51,60,81,0.197530864
1,1,2,3,1,3,0.333333333
1,3,3,5,3,6,0.166666667
1,1,1,3,2,3,0.333333333
8,7,22,15,21,31,0.258064516
12,6,27,24,22,36,0.333333333
1,1,2,2,3,4,0.25
2,0,7,5,5,7,0.285714286
1,0,2,0,1,2,0.5
3,5,4,7,4,11,0.272727273
2,3,6,7,5,9,0.222222222
8,10,14,24,18,28,0.285714286
2,3,7,9,6,11,0.181818182
2,0,7,7,4,8,0.25
10,8,29,33,26,40,0.25
1,1,2,2,2,3,0.333333333
17,11,39,38,37,54,0.314814815
4,1,15,10,11,18,0.222222222
1,4,2,3,5,7,0.142857143
7,7,22,13,17,30,0.233333333
2,5,13,13,7,19,0.105263158
7,8,18,12,19,27,0.259259259
2,0,8,7,6,9,0.222222222
13,16,40,40,36,61,0.213114754
7,11,22,28,24,35,0.2
6,7,15,19,16,24,0.25
4,5,13,15,13,21,0.19047619
2,1,2,5,2,5,0.4
7,9,27,18,22,38,0.184210526
1,1,7,5,6,8,0.125
8,17,28,31,26,46,0.173913043
12,14,33,30,30,50,0.24
3,0,9,8,6,10,0.3
1,1,1,2,1,2,0.5
2,2,4,5,2,6,0.333333333
3,6,19,21,19,26,0.115384615
5,11,12,11,17,25,0.2
4,5,17,16,16,24,0.166666667
2,1,10,9,6,12,0.166666667
2,6,10,9,12,18,0.111111111
10,20,35,40,41,58,0.172413793
3,3,13,10,11,16,0.1875
7,13,26,28,27,41,0.170731707
5,0,6,6,4,9,0.555555556
6,14,21,27,27,36,0.166666667
2,0,6,7,4,7,0.285714286
19,21,64,60,59,90,0.211111111
3,10,20,22,20,32,0.09375
2,2,5,8,3,9,0.222222222
5,1,8,7,6,10,0.5
11,31,39,45,43,73,0.150684932
3,4,9,8,6,13,0.230769231
1,1,0,1,1,2,0.5
7,14,25,27,25,41,0.170731707
7,7,16,19,15,28,0.25
8,6,18,18,19,25,0.32
1,2,9,8,7,11,0.090909091
20,33,61,74,72,100,0.2
13,9,34,34,31,49,0.265306122
4,6,19,19,19,26,0.153846154
5,9,17,18,19,28,0.178571429
8,9,24,26,27,35,0.228571429
7,9,18,23,19,30,0.233333333
3,11,15,17,20,27,0.111111111
11,8,18,20,23,31,0.35483871
23,25,66,68,65,100,0.23
7,11,23,23,18,36,0.194444444
3,9,11,15,13,20,0.15
9,8,24,28,21,34,0.264705882
4,14,22,30,26,37,0.108108108
4,3,18,18,14,23,0.173913043
2,0,3,2,3,4,0.5
7,5,20,19,14,28,0.25
16,30,65,65,62,100,0.16
4,4,21,13,17,25,0.16
4,10,21,20,15,31,0.129032258
3,5,8,8,5,14,0.214285714
3,3,10,12,8,15,0.2
14,14,58,53,47,77,0.181818182
2,3,7,8,7,10,0.2
1,0,4,3,2,4,0.25
8,4,9,12,11,17,0.470588235
17,28,65,66,63,100,0.17
3,5,14,13,14,20,0.15
4,5,10,13,12,17,0.235294118
2,4,8,9,6,12,0.166666667
12,18,33,41,40,55,0.218181818
4,5,14,9,12,19,0.210526316
1,1,1,3,0,3,0.333333333
5,10,13,18,19,25,0.2
1,0,2,2,2,2,0.5
1,3,3,4,3,6,0.166666667
7,14,33,30,31,50,0.14
3,4,14,11,14,19,0.157894737
1,2,0,1,2,3,0.333333333
6,6,18,16,20,27,0.222222222
7,5,18,13,14,26,0.269230769
14,14,44,40,44,62,0.225806452
3,1,6,7,3,8,0.375
4,5,13,16,7,20,0.2
1,1,1,2,1,2,0.5
10,11,33,35,29,48,0.208333333
1,1,2,2,2,3,0.333333333
4,7,13,18,13,23,0.173913043
18,17,49,46,43,70,0.257142857
2,6,7,10,10,14,0.142857143
6,6,18,23,16,25,0.24
1,7,10,9,11,17,0.058823529
11,6,24,25,21,34,0.323529412
6,10,16,13,20,28,0.214285714
4,5,10,12,8,17,0.235294118
12,7,31,24,32,44,0.272727273
23,19,66,55,66,92,0.25
2,5,7,8,7,12,0.166666667
1,0,3,2,1,3,0.333333333
9,8,31,28,29,39,0.230769231
18,18,48,49,51,74,0.243243243
6,5,22,18,19,28,0.214285714
3,4,9,10,8,14,0.214285714
4,4,12,15,13,19,0.210526316
7,2,22,21,19,26,0.269230769
1,2,5,6,4,8,0.125
2,1,2,3,0,3,0.666666667
1,0,4,3,2,4,0.25
8,13,28,29,30,45,0.177777778
3,5,13,13,10,18,0.166666667
4,4,9,9,8,14,0.285714286
9,8,24,20,22,36,0.25
3,4,4,6,8,9,0.333333333
5,10,35,30,35,48,0.104166667
2,2,7,6,5,9,0.222222222
10,10,29,32,18,41,0.243902439
5,6,16,18,15,24,0.208333333
5,6,21,17,18,29,0.172413793
2,2,4,4,4,6,0.333333333
6,5,18,18,18,26,0.230769231
6,5,21,19,18,29,0.206896552
12,10,26,30,27,42,0.285714286
12,9,38,35,32,49,0.244897959
1,0,4,3,3,4,0.25
2,1,5,5,2,6,0.333333333
1,0,2,2,1,2,0.5
13,12,32,37,35,49,0.265306122
1,2,3,4,4,6,0.166666667
1,0,1,1,0,2,0.5
1,0,4,2,3,4,0.25
1,2,4,3,4,6,0.166666667
5,5,15,13,11,22,0.227272727
2,1,3,2,2,5,0.4
1,3,6,5,5,9,0.111111111
7,6,22,18,21,29,0.24137931
11,7,20,21,21,33,0.333333333
8,17,28,35,31,50,0.16
1,2,2,3,2,5,0.2
10,7,22,20,20,30,0.333333333
1,2,4,4,1,7,0.142857143
8,8,25,19,24,35,0.228571429
1,0,2,1,2,2,0.5
1,7,5,7,9,12,0.083333333
4,3,13,12,10,17,0.235294118
4,2,3,4,6,8,0.5
4,4,13,11,13,18,0.222222222
6,16,21,27,25,39,0.153846154
1,1,5,4,4,6,0.166666667
8,15,21,25,22,39,0.205128205
4,8,16,14,16,25,0.16
1,1,4,3,3,6,0.166666667
8,6,34,27,34,42,0.19047619
1,3,6,8,7,9,0.111111111
7,13,22,26,25,37,0.189189189
1,0,2,2,1,2,0.5
10,14,27,25,31,43,0.23255814
5,5,15,16,14,22,0.227272727
7,2,16,8,14,18,0.388888889
1,6,5,9,6,11,0.090909091
1,0,5,2,3,5,0.2
1,0,1,1,1,2,0.5
9,19,34,36,34,56,0.160714286
9,15,19,24,27,40,0.225
10,17,27,30,30,47,0.212765957
12,15,34,40,35,53,0.226415094
6,8,21,23,20,31,0.193548387
1,0,3,1,2,4,0.25
8,12,27,25,19,42,0.19047619
6,9,21,23,23,32,0.1875
2,7,8,12,10,15,0.133333333
4,5,9,6,9,15,0.266666667
12,16,66,55,53,87,0.137931034
2,3,12,12,11,16,0.125
6,9,18,21,17,28,0.214285714
3,6,16,16,13,23,0.130434783
3,0,9,8,7,10,0.3
3,4,5,7,7,10,0.3
4,7,9,9,10,17,0.235294118
1,1,2,3,3,4,0.25
2,4,8,8,10,13,0.153846154
5,12,14,20,19,26,0.192307692
3,2,16,10,8,18,0.166666667
1,1,1,1,1,2,0.5
3,6,19,15,15,25,0.12
1,2,3,4,3,6,0.166666667
2,8,9,12,9,19,0.105263158
3,6,11,13,12,18,0.166666667
6,3,9,12,10,14,0.428571429
1,2,12,8,8,15,0.066666667
3,7,7,12,11,16,0.1875
13,18,44,47,45,63,0.206349206
16,24,64,52,60,90,0.177777778
1,0,2,0,1,2,0.5
2,1,6,5,4,7,0.285714286
3,8,11,10,16,19,0.157894737
4,5,5,9,6,13,0.307692308
1,3,3,5,3,6,0.166666667
4,3,12,8,12,15,0.266666667
15,19,38,52,46,64,0.234375
4,6,20,14,17,27,0.148148148
1,2,2,3,2,4,0.25
5,13,18,20,18,32,0.15625
14,14,60,43,55,76,0.184210526
1,2,1,1,1,3,0.333333333
3,4,19,16,16,25,0.12
10,13,30,33,27,45,0.222222222
4,6,9,10,8,15,0.266666667
2,0,6,5,2,6,0.333333333
1,0,2,2,2,2,0.5
2,1,3,4,2,4,0.5
9,13,32,32,31,48,0.1875
1,0,1,2,1,2,0.5
1,3,1,2,3,4,0.25
3,0,6,5,4,7,0.428571429
2,0,5,3,4,5,0.4
9,8,31,32,31,41,0.219512195
1,1,4,2,2,6,0.166666667
1,0,2,2,1,2,0.5
2,9,13,15,12,22,0.090909091
1,2,1,3,1,3,0.333333333
6,9,23,26,21,33,0.181818182
10,8,37,33,36,49,0.204081633
7,4,13,16,15,21,0.333333333
6,3,14,10,11,19,0.315789474
3,5,10,13,10,15,0.2
11,8,24,25,23,37,0.297297297
5,6,19,18,16,26,0.192307692
2,0,1,2,1,3,0.666666667
3,11,19,19,17,30,0.1
10,4,30,22,25,35,0.285714286
3,2,9,9,8,11,0.272727273
1,1,2,3,3,3,0.333333333
4,4,11,11,11,16,0.25
5,2,6,9,7,11,0.454545455
7,5,23,15,20,28,0.25
2,6,4,6,6,11,0.181818182
3,2,6,4,8,8,0.375
9,16,34,39,33,55,0.163636364
4,5,14,12,13,20,0.2
2,1,4,5,4,6,0.333333333
17,24,71,64,66,99,0.171717172
5,3,9,8,7,13,0.384615385
3,4,10,14,14,16,0.1875
10,9,20,20,22,32,0.3125
1,4,9,10,12,13,0.076923077
5,11,25,20,23,37,0.135135135
10,4,26,23,19,31,0.322580645
3,1,6,4,5,7,0.428571429
2,3,9,11,9,12,0.166666667
2,1,1,2,1,3,0.666666667
4,5,20,16,22,27,0.148148148
11,13,38,43,38,55,0.2
6,3,12,9,9,17,0.352941176
8,7,16,17,17,26,0.307692308
4,10,28,25,22,38,0.105263158
4,2,8,9,8,12,0.333333333
1,0,5,2,2,6,0.166666667
6,12,29,27,30,42,0.142857143
5,5,20,17,15,26,0.192307692
1,2,3,4,4,5,0.2
3,6,8,10,7,15,0.2
3,6,12,15,12,19,0.157894737
5,3,12,13,10,16,0.3125
4,7,20,17,21,29,0.137931034
16,22,50,59,51,78,0.205128205
2,3,4,5,5,7,0.285714286
1,4,10,9,12,14,0.071428571
1,4,3,5,5,7,0.142857143
4,10,18,24,25,30,0.133333333
5,7,4,10,11,15,0.333333333
1,3,2,4,4,5,0.2
20,22,51,52,55,83,0.240963855
2,1,7,7,8,9,0.222222222
1,2,3,4,3,6,0.166666667
3,2,7,8,8,11,0.272727273
9,13,36,31,34,51,0.176470588
9,7,17,15,17,25,0.36
10,17,24,21,31,45,0.222222222
1,0,1,0,2,2,0.5
2,2,6,8,5,8,0.25
4,9,14,19,15,24,0.166666667
1,0,2,2,2,2,0.5
2,0,7,6,6,8,0.25
4,7,19,20,15,27,0.148148148
8,13,31,32,31,47,0.170212766
5,19,19,25,26,41,0.12195122
3,4,5,5,7,9,0.333333333
3,1,7,6,8,10,0.3
3,2,9,8,7,12,0.25
7,8,23,23,27,35,0.2
2,5,7,10,9,13,0.153846154
1,2,3,3,4,5,0.2
4,8,8,12,15,17,0.235294118
1,2,4,4,5,6,0.166666667
10,16,33,34,33,52,0.192307692
23,20,52,57,58,81,0.283950617
4,4,10,11,11,16,0.25
1,0,2,1,2,2,0.5
4,3,11,11,11,17,0.235294118
9,15,30,33,33,47,0.191489362
2,0,9,6,9,9,0.222222222
1,5,7,11,10,13,0.076923077
3,4,5,8,5,10,0.3
5,2,10,11,10,14,0.357142857
2,10,15,17,19,26,0.076923077
4,0,9,10,3,10,0.4
4,4,11,7,10,15,0.266666667
2,11,18,19,17,31,0.064516129
9,8,25,27,21,34,0.264705882
5,6,20,13,18,26,0.192307692
5,7,16,20,18,24,0.208333333
6,12,21,26,25,34,0.176470588
2,2,7,7,7,9,0.222222222
2,4,6,8,9,11,0.181818182
3,0,7,6,7,7,0.428571429
4,3,12,14,14,17,0.235294118
7,9,17,23,16,28,0.25
1,1,3,3,2,4,0.25
17,22,47,52,58,77,0.220779221
4,3,5,5,6,9,0.444444444
3,3,9,6,11,13,0.230769231
1,0,7,5,6,7,0.142857143
3,7,12,13,16,21,0.142857143
3,2,10,10,10,12,0.25
23,31,56,76,74,100,0.23
2,1,4,3,5,5,0.4
9,6,34,30,30,41,0.219512195
4,12,27,31,30,43,0.093023256
4,6,5,5,6,12,0.333333333
5,9,17,16,19,27,0.185185185
11,20,25,30,34,50,0.22
3,5,17,14,15,22,0.136363636
15,18,50,49,47,72,0.208333333
3,5,9,14,8,15,0.2
12,12,44,39,38,57,0.210526316
1,0,1,1,1,2,0.5
6,5,18,16,20,26,0.230769231
1,3,7,6,7,10,0.1
3,2,5,7,7,8,0.375
2,1,5,6,4,7,0.285714286
1,1,2,2,2,3,0.333333333
4,1,6,5,5,8,0.5
4,2,12,8,12,15,0.266666667
3,6,11,9,14,19,0.157894737
9,10,25,24,23,39,0.230769231
2,3,2,4,4,6,0.333333333
20,24,64,60,65,93,0.215053763
5,7,14,18,13,22,0.227272727
1,0,3,2,3,3,0.333333333
5,7,9,10,13,19,0.263157895
1,1,1,2,1,3,0.333333333
2,0,4,3,3,4,0.5
7,3,9,7,9,15,0.466666667
5,7,19,21,17,28,0.178571429
16,19,38,42,38,63,0.253968254
10,19,35,37,37,55,0.181818182
8,9,14,17,12,24,0.333333333
2,0,4,2,4,4,0.5
7,12,29,29,30,42,0.166666667
4,5,10,10,10,16,0.25
2,0,1,1,3,3,0.666666667
9,6,21,17,22,30,0.3
8,22,42,44,45,68,0.117647059
2,0,4,3,4,5,0.4
2,3,4,4,3,8,0.25
4,7,19,17,24,28,0.142857143
2,0,2,2,3,4,0.5
2,2,7,7,9,10,0.2
15,12,37,29,34,53,0.283018868
1,1,4,4,3,5,0.2
1,0,1,0,2,2,0.5
5,8,19,19,22,29,0.172413793
5,15,20,23,24,36,0.138888889
1,0,2,2,0,2,0.5
6,5,14,10,16,20,0.3
18,17,51,52,55,75,0.24
4,9,11,15,17,21,0.19047619
3,5,7,6,5,12,0.25
5,11,17,16,20,29,0.172413793
2,0,3,2,4,5,0.4
3,2,5,2,5,8,0.375
2,9,10,14,11,19,0.105263158
5,2,7,8,9,12,0.416666667
5,8,29,20,28,40,0.125
2,1,9,7,4,10,0.2
3,1,4,5,5,6,0.5
11,27,45,46,53,73,0.150684932
7,4,17,15,13,21,0.333333333
5,4,7,11,6,14,0.357142857
7,7,28,21,27,36,0.194444444
6,4,14,13,13,19,0.315789474
28,22,68,69,66,100,0.28
10,10,21,28,22,36,0.277777778
7,6,13,8,16,20,0.35
2,1,3,5,3,6,0.333333333
1,1,0,2,0,2,0.5
1,1,4,2,2,5,0.2
16,30,67,64,69,100,0.16
3,7,12,16,14,20,0.15
3,3,14,13,15,18,0.166666667
8,10,29,23,32,41,0.195121951
1,1,4,2,4,5,0.2
6,12,27,29,32,42,0.142857143
7,6,22,22,23,31,0.225806452
4,7,9,8,13,18,0.222222222
3,6,8,10,9,15,0.2
2,0,9,5,5,9,0.222222222
5,13,12,23,16,27,0.185185185
2,2,4,3,4,6,0.333333333
4,6,12,16,12,20,0.2
4,5,13,13,13,19,0.210526316
3,5,11,12,11,18,0.166666667
3,8,20,18,18,28,0.107142857
4,2,5,5,8,9,0.444444444
7,7,17,15,17,26,0.269230769
2,2,8,5,6,10,0.2
6,2,18,15,17,22,0.272727273
3,4,5,3,9,12,0.25
2,4,16,16,16,22,0.090909091
5,14,24,31,32,41,0.12195122
5,6,21,23,23,29,0.172413793
8,7,40,27,36,49,0.163265306
5,3,14,12,14,19,0.263157895
4,6,10,12,15,18,0.222222222
8,7,26,23,25,34,0.235294118
7,12,25,27,25,39,0.179487179
1,2,6,6,3,8,0.125
4,5,22,20,19,29,0.137931034
1,1,3,4,2,4,0.25
5,11,19,23,20,32,0.15625
12,12,39,35,31,54,0.222222222
3,0,7,6,6,7,0.428571429
1,4,6,6,5,10,0.1
2,0,7,4,4,7,0.285714286
3,1,7,5,7,9,0.333333333
3,4,14,12,13,18,0.166666667
6,10,10,17,18,24,0.25
3,5,23,18,19,29,0.103448276
3,12,20,26,22,33,0.090909091
2,1,8,5,8,9,0.222222222
10,13,26,29,25,44,0.227272727
12,11,33,34,31,47,0.255319149
2,4,10,11,11,15,0.133333333
2,3,9,8,6,12,0.166666667
4,13,17,21,21,31,0.129032258
4,8,18,18,22,28,0.142857143
3,1,6,6,6,8,0.375
3,3,15,13,13,18,0.166666667
10,9,27,28,24,42,0.238095238
7,4,24,20,23,30,0.233333333
2,6,6,7,9,13,0.153846154
1,2,3,4,3,5,0.2
2,6,12,9,12,18,0.111111111
8,16,27,29,28,44,0.181818182
3,6,12,12,11,19,0.157894737
2,3,8,10,11,12,0.166666667
9,12,31,31,29,44,0.204545455
1,0,2,2,3,3,0.333333333
11,12,46,39,38,64,0.171875
3,1,2,4,3,4,0.75
7,13,31,32,27,45,0.155555556
13,22,50,45,56,76,0.171052632
3,2,2,5,3,5,0.6
2,1,9,6,7,10,0.2
8,7,33,26,29,43,0.186046512
4,7,12,12,13,20,0.2
1,2,11,10,9,13,0.076923077
1,0,2,1,2,3,0.333333333
10,16,29,34,28,47,0.212765957
2,3,4,3,7,7,0.285714286
9,9,26,24,29,38,0.236842105
2,0,3,4,3,4,0.5
6,9,25,23,22,36,0.166666667
3,3,5,9,10,11,0.272727273
2,0,5,5,4,6,0.333333333
2,3,7,10,3,11,0.181818182
8,6,31,27,29,39,0.205128205
8,8,23,28,23,33,0.242424242
1,1,0,0,1,2,0.5
5,3,5,8,6,10,0.5
5,3,22,17,14,26,0.192307692
13,20,35,47,47,61,0.213114754
1,2,6,7,6,8,0.125
5,4,10,12,8,16,0.3125
2,1,3,5,4,5,0.4
7,10,22,23,22,33,0.212121212
5,6,20,14,17,27,0.185185185
13,13,20,24,31,39,0.333333333
5,2,14,14,15,18,0.277777778
3,5,13,12,13,19,0.157894737
14,20,47,46,49,72,0.194444444
1,0,3,2,3,3,0.333333333
2,2,17,14,17,19,0.105263158
15,11,34,34,37,54,0.277777778
2,1,4,6,3,6,0.333333333
4,3,6,7,8,9,0.444444444
2,2,5,6,5,7,0.285714286
